1. Ano,2. Nome Região (Portugal),3. Âmbito Geográfico,4. Filtro 1,5. Filtro 2,7. Escala,9. Valor
2016.0,Gouveia,Município,Total,Total,% dos alunos,10.1
2016.0,Grândola,Município,Cursos gerais,10º ano,% dos alunos,17.1
2016.0,Grândola,Município,Cursos gerais,11º ano,% dos alunos,7.3
2016.0,Grândola,Município,Cursos gerais,12º ano,% dos alunos,22.5
2016.0,Grândola,Município,Cursos gerais,Total,% dos alunos,15.3
2016.0,Grândola,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.0
2016.0,Grândola,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.1
2016.0,Grândola,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,19.5
2016.0,Grândola,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,10.4
2016.0,Grândola,Município,Total,10º ano,% dos alunos,12.9
2016.0,Grândola,Município,Total,11º ano,% dos alunos,7.2
2016.0,Grândola,Município,Total,12º ano,% dos alunos,21.0
2016.0,Grândola,Município,Total,Total,% dos alunos,13.0
2016.0,Guarda,Município,Cursos gerais,10º ano,% dos alunos,21.7
2016.0,Guarda,Município,Cursos gerais,11º ano,% dos alunos,6.6
2016.0,Guarda,Município,Cursos gerais,12º ano,% dos alunos,25.9
2016.0,Guarda,Município,Cursos gerais,Total,% dos alunos,18.1
2016.0,Guarda,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,1.2
2016.0,Guarda,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.3
2016.0,Guarda,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,7.6
2016.0,Guarda,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,3.7
2016.0,Guarda,Município,Total,10º ano,% dos alunos,15.1
2016.0,Guarda,Município,Total,11º ano,% dos alunos,5.2
2016.0,Guarda,Município,Total,12º ano,% dos alunos,19.7
2016.0,Guarda,Município,Total,Total,% dos alunos,13.3
2016.0,Guimarães,Município,Cursos gerais,10º ano,% dos alunos,14.4
2016.0,Guimarães,Município,Cursos gerais,11º ano,% dos alunos,5.6
2016.0,Guimarães,Município,Cursos gerais,12º ano,% dos alunos,28.2
2016.0,Guimarães,Município,Cursos gerais,Total,% dos alunos,15.8
2016.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.7
2016.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.6
2016.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,15.1
2016.0,Guimarães,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.8
2016.0,Guimarães,Município,Total,10º ano,% dos alunos,10.6
2016.0,Guimarães,Município,Total,11º ano,% dos alunos,4.2
2016.0,Guimarães,Município,Total,12º ano,% dos alunos,23.6
2016.0,Guimarães,Município,Total,Total,% dos alunos,12.5
2016.0,Horta,Município,Cursos gerais,10º ano,% dos alunos,37.3
2016.0,Horta,Município,Cursos gerais,11º ano,% dos alunos,17.6
2016.0,Horta,Município,Cursos gerais,12º ano,% dos alunos,23.2
2016.0,Horta,Município,Cursos gerais,Total,% dos alunos,26.5
2016.0,Horta,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,15.2
2016.0,Horta,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,3.6
2016.0,Horta,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,9.5
2016.0,Horta,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,10.3
2016.0,Horta,Município,Total,10º ano,% dos alunos,32.1
2016.0,Horta,Município,Total,11º ano,% dos alunos,15.3
2016.0,Horta,Município,Total,12º ano,% dos alunos,19.5
2016.0,Horta,Município,Total,Total,% dos alunos,22.9
2016.0,Idanha-a-Nova,Município,Cursos gerais,10º ano,% dos alunos,5.0
2016.0,Idanha-a-Nova,Município,Cursos gerais,11º ano,% dos alunos,23.8
2016.0,Idanha-a-Nova,Município,Cursos gerais,12º ano,% dos alunos,42.3
2016.0,Idanha-a-Nova,Município,Cursos gerais,Total,% dos alunos,20.7
2016.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.3
2016.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.7
2016.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,21.3
2016.0,Idanha-a-Nova,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.6
2016.0,Idanha-a-Nova,Município,Total,10º ano,% dos alunos,4.3
2016.0,Idanha-a-Nova,Município,Total,11º ano,% dos alunos,12.5
2016.0,Idanha-a-Nova,Município,Total,12º ano,% dos alunos,28.8
2016.0,Idanha-a-Nova,Município,Total,Total,% dos alunos,15.6
2016.0,Ílhavo,Município,Cursos gerais,10º ano,% dos alunos,9.3
2016.0,Ílhavo,Município,Cursos gerais,11º ano,% dos alunos,11.2
2016.0,Ílhavo,Município,Cursos gerais,12º ano,% dos alunos,27.3
2016.0,Ílhavo,Município,Cursos gerais,Total,% dos alunos,16.1
2016.0,Ílhavo,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,6.5
2016.0,Ílhavo,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.0
2016.0,Ílhavo,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,23.4
2016.0,Ílhavo,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.4
2016.0,Ílhavo,Município,Total,10º ano,% dos alunos,8.6
2016.0,Ílhavo,Município,Total,11º ano,% dos alunos,9.7
2016.0,Ílhavo,Município,Total,12º ano,% dos alunos,26.5
2016.0,Ílhavo,Município,Total,Total,% dos alunos,15.0
2016.0,Lagoa,Município,Cursos gerais,10º ano,% dos alunos,21.9
2016.0,Lagoa,Município,Cursos gerais,11º ano,% dos alunos,13.1
2016.0,Lagoa,Município,Cursos gerais,12º ano,% dos alunos,33.3
2016.0,Lagoa,Município,Cursos gerais,Total,% dos alunos,21.4
2016.0,Lagoa,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,5.6
2016.0,Lagoa,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Lagoa,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,46.6
2016.0,Lagoa,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,17.1
2016.0,Lagoa,Município,Total,10º ano,% dos alunos,16.0
2016.0,Lagoa,Município,Total,11º ano,% dos alunos,7.5
2016.0,Lagoa,Município,Total,12º ano,% dos alunos,40.2
2016.0,Lagoa,Município,Total,Total,% dos alunos,19.6
2016.0,Lagoa [R.A.A.],Município,Cursos gerais,10º ano,% dos alunos,22.1
2016.0,Lagoa [R.A.A.],Município,Cursos gerais,11º ano,% dos alunos,14.8
2016.0,Lagoa [R.A.A.],Município,Cursos gerais,12º ano,% dos alunos,26.4
2016.0,Lagoa [R.A.A.],Município,Cursos gerais,Total,% dos alunos,20.5
2016.0,Lagoa [R.A.A.],Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,29.1
2016.0,Lagoa [R.A.A.],Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,17.7
2016.0,Lagoa [R.A.A.],Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,50.8
2016.0,Lagoa [R.A.A.],Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,32.1
2016.0,Lagoa [R.A.A.],Município,Total,10º ano,% dos alunos,26.0
2016.0,Lagoa [R.A.A.],Município,Total,11º ano,% dos alunos,16.1
2016.0,Lagoa [R.A.A.],Município,Total,12º ano,% dos alunos,39.8
2016.0,Lagoa [R.A.A.],Município,Total,Total,% dos alunos,26.5
2016.0,Lagos,Município,Cursos gerais,10º ano,% dos alunos,19.3
2016.0,Lagos,Município,Cursos gerais,11º ano,% dos alunos,13.0
2016.0,Lagos,Município,Cursos gerais,12º ano,% dos alunos,41.4
2016.0,Lagos,Município,Cursos gerais,Total,% dos alunos,24.3
2016.0,Lagos,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.1
2016.0,Lagos,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.9
2016.0,Lagos,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,40.5
2016.0,Lagos,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,15.6
2016.0,Lagos,Município,Total,10º ano,% dos alunos,14.5
2016.0,Lagos,Município,Total,11º ano,% dos alunos,10.1
2016.0,Lagos,Município,Total,12º ano,% dos alunos,41.1
2016.0,Lagos,Município,Total,Total,% dos alunos,21.4
2016.0,Lajes das Flores,Município,Cursos gerais,10º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos gerais,11º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos gerais,12º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos gerais,Total,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2016.0,Lajes das Flores,Município,Total,10º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Total,11º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Total,12º ano,% dos alunos,
2016.0,Lajes das Flores,Município,Total,Total,% dos alunos,
2016.0,Lajes do Pico,Município,Cursos gerais,10º ano,% dos alunos,12.0
2016.0,Lajes do Pico,Município,Cursos gerais,11º ano,% dos alunos,12.1
2016.0,Lajes do Pico,Município,Cursos gerais,12º ano,% dos alunos,50.0
2016.0,Lajes do Pico,Município,Cursos gerais,Total,% dos alunos,24.0
2016.0,Lajes do Pico,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2016.0,Lajes do Pico,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2016.0,Lajes do Pico,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.3
2016.0,Lajes do Pico,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.3
2016.0,Lajes do Pico,Município,Total,10º ano,% dos alunos,12.0
2016.0,Lajes do Pico,Município,Total,11º ano,% dos alunos,12.1
2016.0,Lajes do Pico,Município,Total,12º ano,% dos alunos,39.6
2016.0,Lajes do Pico,Município,Total,Total,% dos alunos,22.8
2016.0,Lamego,Município,Cursos gerais,10º ano,% dos alunos,14.3
2016.0,Lamego,Município,Cursos gerais,11º ano,% dos alunos,11.5
2016.0,Lamego,Município,Cursos gerais,12º ano,% dos alunos,26.5
2016.0,Lamego,Município,Cursos gerais,Total,% dos alunos,17.2
2016.0,Lamego,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,6.2
2016.0,Lamego,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.6
2016.0,Lamego,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,8.3
2016.0,Lamego,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,7.3
2016.0,Lamego,Município,Total,10º ano,% dos alunos,11.7
2016.0,Lamego,Município,Total,11º ano,% dos alunos,10.2
2016.0,Lamego,Município,Total,12º ano,% dos alunos,20.2
2016.0,Lamego,Município,Total,Total,% dos alunos,13.9
2016.0,Leiria,Município,Cursos gerais,10º ano,% dos alunos,18.9
2016.0,Leiria,Município,Cursos gerais,11º ano,% dos alunos,4.0
2016.0,Leiria,Município,Cursos gerais,12º ano,% dos alunos,31.2
2016.0,Leiria,Município,Cursos gerais,Total,% dos alunos,17.7
2016.0,Leiria,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.4
2016.0,Leiria,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.9
2016.0,Leiria,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,22.0
2016.0,Leiria,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,9.4
2016.0,Leiria,Município,Total,10º ano,% dos alunos,14.3
2016.0,Leiria,Município,Total,11º ano,% dos alunos,3.4
2016.0,Leiria,Município,Total,12º ano,% dos alunos,28.1
2016.0,Leiria,Município,Total,Total,% dos alunos,15.2
2016.0,Lisboa,Município,Cursos gerais,10º ano,% dos alunos,18.2
2016.0,Lisboa,Município,Cursos gerais,11º ano,% dos alunos,11.2
2016.0,Lisboa,Município,Cursos gerais,12º ano,% dos alunos,29.4
2016.0,Lisboa,Município,Cursos gerais,Total,% dos alunos,19.3
2016.0,Lisboa,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,8.4
2016.0,Lisboa,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.8
2016.0,Lisboa,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,30.9
2016.0,Lisboa,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,14.5
2016.0,Lisboa,Município,Total,10º ano,% dos alunos,14.3
2016.0,Lisboa,Município,Total,11º ano,% dos alunos,9.6
2016.0,Lisboa,Município,Total,12º ano,% dos alunos,30.0
2016.0,Lisboa,Município,Total,Total,% dos alunos,17.5
2016.0,Loulé,Município,Cursos gerais,10º ano,% dos alunos,19.3
2016.0,Loulé,Município,Cursos gerais,11º ano,% dos alunos,7.8
2016.0,Loulé,Município,Cursos gerais,12º ano,% dos alunos,41.5
2016.0,Loulé,Município,Cursos gerais,Total,% dos alunos,21.3
2016.0,Loulé,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,9.0
2016.0,Loulé,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.6
2016.0,Loulé,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,22.7
2016.0,Loulé,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,11.1
2016.0,Loulé,Município,Total,10º ano,% dos alunos,14.9
2016.0,Loulé,Município,Total,11º ano,% dos alunos,6.8
2016.0,Loulé,Município,Total,12º ano,% dos alunos,35.1
2016.0,Loulé,Município,Total,Total,% dos alunos,17.6
2016.0,Loures,Município,Cursos gerais,10º ano,% dos alunos,22.7
2016.0,Loures,Município,Cursos gerais,11º ano,% dos alunos,10.7
2016.0,Loures,Município,Cursos gerais,12º ano,% dos alunos,37.6
2016.0,Loures,Município,Cursos gerais,Total,% dos alunos,23.3
2016.0,Loures,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.5
2016.0,Loures,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,3.3
2016.0,Loures,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,34.8
2016.0,Loures,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,14.7
2016.0,Loures,Município,Total,10º ano,% dos alunos,18.6
2016.0,Loures,Município,Total,11º ano,% dos alunos,9.1
2016.0,Loures,Município,Total,12º ano,% dos alunos,36.8
2016.0,Loures,Município,Total,Total,% dos alunos,21.1
2016.0,Lourinhã,Município,Cursos gerais,10º ano,% dos alunos,23.1
2016.0,Lourinhã,Município,Cursos gerais,11º ano,% dos alunos,6.0
2016.0,Lourinhã,Município,Cursos gerais,12º ano,% dos alunos,27.9
2016.0,Lourinhã,Município,Cursos gerais,Total,% dos alunos,19.0
2016.0,Lourinhã,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,18.7
2016.0,Lourinhã,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,8.0
2016.0,Lourinhã,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,34.3
2016.0,Lourinhã,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,20.7
2016.0,Lourinhã,Município,Total,10º ano,% dos alunos,21.7
2016.0,Lourinhã,Município,Total,11º ano,% dos alunos,6.3
2016.0,Lourinhã,Município,Total,12º ano,% dos alunos,29.3
2016.0,Lourinhã,Município,Total,Total,% dos alunos,19.4
2016.0,Lousã,Município,Cursos gerais,10º ano,% dos alunos,24.2
2016.0,Lousã,Município,Cursos gerais,11º ano,% dos alunos,12.0
2016.0,Lousã,Município,Cursos gerais,12º ano,% dos alunos,28.4
2016.0,Lousã,Município,Cursos gerais,Total,% dos alunos,21.6
2016.0,Lousã,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,41.4
2016.0,Lousã,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.3
2016.0,Lousã,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,21.4
2016.0,Lousã,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,19.5
2016.0,Lousã,Município,Total,10º ano,% dos alunos,28.2
2016.0,Lousã,Município,Total,11º ano,% dos alunos,8.7
2016.0,Lousã,Município,Total,12º ano,% dos alunos,25.5
2016.0,Lousã,Município,Total,Total,% dos alunos,20.9
2016.0,Lousada,Município,Cursos gerais,10º ano,% dos alunos,11.8
2016.0,Lousada,Município,Cursos gerais,11º ano,% dos alunos,8.0
2016.0,Lousada,Município,Cursos gerais,12º ano,% dos alunos,27.0
2016.0,Lousada,Município,Cursos gerais,Total,% dos alunos,15.0
2016.0,Lousada,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.1
2016.0,Lousada,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.2
2016.0,Lousada,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,21.3
2016.0,Lousada,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,10.4
2016.0,Lousada,Município,Total,10º ano,% dos alunos,9.4
2016.0,Lousada,Município,Total,11º ano,% dos alunos,7.4
2016.0,Lousada,Município,Total,12º ano,% dos alunos,24.9
2016.0,Lousada,Município,Total,Total,% dos alunos,13.5
2016.0,Mação,Município,Cursos gerais,10º ano,% dos alunos,24.3
2016.0,Mação,Município,Cursos gerais,11º ano,% dos alunos,22.7
2016.0,Mação,Município,Cursos gerais,12º ano,% dos alunos,25.0
2016.0,Mação,Município,Cursos gerais,Total,% dos alunos,24.1
2016.0,Mação,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2016.0,Mação,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.8
2016.0,Mação,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,33.3
2016.0,Mação,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.8
2016.0,Mação,Município,Total,10º ano,% dos alunos,11.7
2016.0,Mação,Município,Total,11º ano,% dos alunos,14.0
2016.0,Mação,Município,Total,12º ano,% dos alunos,27.8
2016.0,Mação,Município,Total,Total,% dos alunos,16.0
2016.0,Macedo de Cavaleiros,Município,Cursos gerais,10º ano,% dos alunos,20.9
2016.0,Macedo de Cavaleiros,Município,Cursos gerais,11º ano,% dos alunos,12.9
2016.0,Macedo de Cavaleiros,Município,Cursos gerais,12º ano,% dos alunos,23.4
2016.0,Macedo de Cavaleiros,Município,Cursos gerais,Total,% dos alunos,18.8
2016.0,Macedo de Cavaleiros,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2016.0,Macedo de Cavaleiros,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Macedo de Cavaleiros,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.8
2016.0,Macedo de Cavaleiros,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.1
2016.0,Macedo de Cavaleiros,Município,Total,10º ano,% dos alunos,16.8
2016.0,Macedo de Cavaleiros,Município,Total,11º ano,% dos alunos,10.0
2016.0,Macedo de Cavaleiros,Município,Total,12º ano,% dos alunos,20.8
2016.0,Macedo de Cavaleiros,Município,Total,Total,% dos alunos,15.6
2016.0,Machico,Município,Cursos gerais,10º ano,% dos alunos,18.3
2016.0,Machico,Município,Cursos gerais,11º ano,% dos alunos,8.2
2016.0,Machico,Município,Cursos gerais,12º ano,% dos alunos,26.1
2016.0,Machico,Município,Cursos gerais,Total,% dos alunos,18.0
2016.0,Machico,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,19.0
2016.0,Machico,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.0
2016.0,Machico,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,25.4
2016.0,Machico,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,19.0
2016.0,Machico,Município,Total,10º ano,% dos alunos,18.5
2016.0,Machico,Município,Total,11º ano,% dos alunos,7.3
2016.0,Machico,Município,Total,12º ano,% dos alunos,25.9
2016.0,Machico,Município,Total,Total,% dos alunos,18.3
2016.0,Madalena,Município,Cursos gerais,10º ano,% dos alunos,23.3
2016.0,Madalena,Município,Cursos gerais,11º ano,% dos alunos,5.3
2016.0,Madalena,Município,Cursos gerais,12º ano,% dos alunos,39.0
2016.0,Madalena,Município,Cursos gerais,Total,% dos alunos,23.0
2016.0,Madalena,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,24.5
2016.0,Madalena,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,14.3
2016.0,Madalena,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,64.7
2016.0,Madalena,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,32.0
2016.0,Madalena,Município,Total,10º ano,% dos alunos,23.9
2016.0,Madalena,Município,Total,11º ano,% dos alunos,10.0
2016.0,Madalena,Município,Total,12º ano,% dos alunos,50.7
2016.0,Madalena,Município,Total,Total,% dos alunos,27.5
2016.0,Mafra,Município,Cursos gerais,10º ano,% dos alunos,18.6
2016.0,Mafra,Município,Cursos gerais,11º ano,% dos alunos,7.9
2016.0,Mafra,Município,Cursos gerais,12º ano,% dos alunos,24.0
2016.0,Mafra,Município,Cursos gerais,Total,% dos alunos,16.3
2016.0,Mafra,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,8.9
2016.0,Mafra,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.4
2016.0,Mafra,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,33.2
2016.0,Mafra,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,15.8
2016.0,Mafra,Município,Total,10º ano,% dos alunos,15.8
2016.0,Mafra,Município,Total,11º ano,% dos alunos,7.6
2016.0,Mafra,Município,Total,12º ano,% dos alunos,26.7
2016.0,Mafra,Município,Total,Total,% dos alunos,16.2
2016.0,Maia,Município,Cursos gerais,10º ano,% dos alunos,20.2
2016.0,Maia,Município,Cursos gerais,11º ano,% dos alunos,5.9
2016.0,Maia,Município,Cursos gerais,12º ano,% dos alunos,29.4
2016.0,Maia,Município,Cursos gerais,Total,% dos alunos,18.6
2016.0,Maia,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,12.2
2016.0,Maia,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,8.8
2016.0,Maia,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,31.9
2016.0,Maia,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,16.1
2016.0,Maia,Município,Total,10º ano,% dos alunos,18.1
2016.0,Maia,Município,Total,11º ano,% dos alunos,6.8
2016.0,Maia,Município,Total,12º ano,% dos alunos,30.0
2016.0,Maia,Município,Total,Total,% dos alunos,17.9
2016.0,Mangualde,Município,Cursos gerais,10º ano,% dos alunos,18.0
2016.0,Mangualde,Município,Cursos gerais,11º ano,% dos alunos,5.4
2016.0,Mangualde,Município,Cursos gerais,12º ano,% dos alunos,32.7
2016.0,Mangualde,Município,Cursos gerais,Total,% dos alunos,19.2
2016.0,Mangualde,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,1.5
2016.0,Mangualde,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Mangualde,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,36.8
2016.0,Mangualde,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,13.7
2016.0,Mangualde,Município,Total,10º ano,% dos alunos,11.5
2016.0,Mangualde,Município,Total,11º ano,% dos alunos,3.8
2016.0,Mangualde,Município,Total,12º ano,% dos alunos,34.2
2016.0,Mangualde,Município,Total,Total,% dos alunos,17.2
2016.0,Manteigas,Município,Cursos gerais,10º ano,% dos alunos,5.9
2016.0,Manteigas,Município,Cursos gerais,11º ano,% dos alunos,5.6
2016.0,Manteigas,Município,Cursos gerais,12º ano,% dos alunos,8.3
2016.0,Manteigas,Município,Cursos gerais,Total,% dos alunos,6.8
2016.0,Manteigas,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.2
2016.0,Manteigas,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2016.0,Manteigas,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.3
2016.0,Manteigas,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.8
2016.0,Manteigas,Município,Total,10º ano,% dos alunos,4.9
2016.0,Manteigas,Município,Total,11º ano,% dos alunos,3.2
2016.0,Manteigas,Município,Total,12º ano,% dos alunos,10.3
2016.0,Manteigas,Município,Total,Total,% dos alunos,6.3
2016.0,Marco de Canaveses,Município,Cursos gerais,10º ano,% dos alunos,11.4
2016.0,Marco de Canaveses,Município,Cursos gerais,11º ano,% dos alunos,2.2
2016.0,Marco de Canaveses,Município,Cursos gerais,12º ano,% dos alunos,24.7
2016.0,Marco de Canaveses,Município,Cursos gerais,Total,% dos alunos,13.3
2016.0,Marco de Canaveses,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,1.4
2016.0,Marco de Canaveses,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.0
2016.0,Marco de Canaveses,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,19.8
2016.0,Marco de Canaveses,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.1
2016.0,Marco de Canaveses,Município,Total,10º ano,% dos alunos,7.0
2016.0,Marco de Canaveses,Município,Total,11º ano,% dos alunos,3.5
2016.0,Marco de Canaveses,Município,Total,12º ano,% dos alunos,22.8
2016.0,Marco de Canaveses,Município,Total,Total,% dos alunos,11.1
2016.0,Marinha Grande,Município,Cursos gerais,10º ano,% dos alunos,8.5
2016.0,Marinha Grande,Município,Cursos gerais,11º ano,% dos alunos,3.7
2016.0,Marinha Grande,Município,Cursos gerais,12º ano,% dos alunos,24.1
2016.0,Marinha Grande,Município,Cursos gerais,Total,% dos alunos,12.2
2016.0,Marinha Grande,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.5
2016.0,Marinha Grande,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.1
2016.0,Marinha Grande,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,32.1
2016.0,Marinha Grande,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,12.4
2016.0,Marinha Grande,Município,Total,10º ano,% dos alunos,6.3
2016.0,Marinha Grande,Município,Total,11º ano,% dos alunos,3.9
2016.0,Marinha Grande,Município,Total,12º ano,% dos alunos,27.1
2016.0,Marinha Grande,Município,Total,Total,% dos alunos,12.3
2016.0,Marvão,Município,Cursos gerais,10º ano,% dos alunos,
2016.0,Marvão,Município,Cursos gerais,11º ano,% dos alunos,
2016.0,Marvão,Município,Cursos gerais,12º ano,% dos alunos,
2016.0,Marvão,Município,Cursos gerais,Total,% dos alunos,
